Year,Age of Car,Brand,Model,Car Name,Kilometer,Fuel,Price,Transmission,Location,Engine
2015,9,Toyota,Innova,Innova 2.0 G MT,55000,Bensin,71000000,Automatic,Palembang,1998
2012,12,Toyota,Innova,Innova 2.5 V AT DIESEL,52102,Diesel,71000000,Manual,Semarang,1998
2017,7,Toyota,Innova,Innova REBORN 2.4 G AT DIESEL,33900,Diesel,71000000,Automatic,Surakarta,1998
2012,12,Honda,Jazz,JazzS CVT,44084,Bensin,71000000,Manual,Serang,1497
2018,6,Honda,Jazz,JazzS CVT,21500,Bensin,71000000,Automatic,Jakarta Utara,1497
2017,7,Honda,CR-V,CR-V 1.5L Turbo,35000,Bensin,71000000,Automatic,Tasikmalaya,1498
2019,5,Honda,Mobilio,Mobilio RS CVT,31258,Bensin,71000000,CVT,Tangerang Selatan,1496
2019,5,Honda,Mobilio,Mobilio E CVT,30000,Bensin,71000000,Automatic,Sidoarjo,1496
2015,9,Honda,Mobilio,Mobilio RS 1.5L MT,24675,Bensin,71000000,Manual,Jakarta Barat,1496
2018,6,Honda,Mobilio,Mobilio E 1.5L AT,32000,Bensin,71000000,Automatic,Banjarbaru,1496
2019,5,Toyota,Agya,Agya.2L G MT,77942,Bensin,71000000,CVT,Surabaya,1198
2021,3,Toyota,Agya,Agya.2L G MT,32000,Bensin,71000000,Manual,Surakarta,1198
2019,5,Toyota,Agya,Agya.2L G MT,23000,Bensin,71000000,Automatic,Denpasar,1198
2023,1,Toyota,Agya,Agya.2L G CVT,2582,Bensin,71000000,Automatic,Pati,1198
2019,5,Toyota,Agya,Agya.2L G AT TRD,45000,Bensin,71000000,Manual,Bandung,1197
2013,11,Toyota,Rush,Rush.5L MT,98427,Bensin,71000000,Automatic,Jember,1496
2015,9,Toyota,Rush,Rush.5L TRD MT,57028,Diesel,71000000,Automatic,Pekanbaru,1496
2017,7,Daihatsu,Terios,Terios R AT Custom,70754,Bensin,71000000,Automatic,Kupang,1496
2009,15,Daihatsu,Terios,Terios TX DELUXE 1.5L MT,119781,Bensin,71000000,Manual,Malang,1496
2022,2,Daihatsu,Ayla,Ayla 1.2L X AT,20000,Bensin,71000000,Automatic,Sidoarjo,1197
2017,7,Mitsubishi,Xpander, Xpander Exceed CVT,36910,Bensin,71000000,CVT,Tangerang Selatan,998
2016,8,Toyota,Calya,Calya G AT,78260,Bensin,71000000,Manual,Depok,1197
2018,6,Toyota,Calya,Calya G AT,23001,Bensin,71000000,Manual,Pangkal Pinang,1197
2019,5,Toyota,Calya,Calya G AT,17000,Bensin,71000000,Automatic,Samarinda,1197
2019,5,Toyota,Calya,Calya G AT,27000,Bensin,71000000,Automatic,Bandar Lampung,1197
2019,5,Toyota,Calya,Calya E MT,32828,Bensin,71000000,Automatic,Bandar Lampung,1197
2019,5,Honda,Brio,Brio Satya E,39000,Bensin,71000000,Manual,Bandung,1199
2017,7,Honda,Brio,Brio Satya E MT,35816,Bensin,71000000,Manual,Jakarta Pusat,1199
2019,5,Honda,Brio,Brio RS CVT,51000,Bensin,71000000,CVT,Pekanbaru,1199
2019,5,Honda,Brio,Brio Satya E CVT,40000,Bensin,71000000,Manual,Palangka Raya,1199
2019,5,Honda,Brio,Brio RS 1.2L AT,31000,Bensin,71000000,Automatic,Bandung,1199
2020,4,Daihatsu,Sigra,Sigra 1.2 X MT,32000,Bensin,71000000,Automatic,Banyuwangi,1197
2023,1,Toyota,Agya,Agya.2L G MT,19258,Bensin,71500000,Manual,Jakarta Selatan,1198
2014,10,Suzuki,Ertiga,Ertiga GX AT,28149,Bensin,72000000,Automatic,Banyuwangi,1462
2020,4,Suzuki,Ertiga,Ertiga GL MT,46344,Bensin,72000000,Manual,Jember,1462
2020,4,Suzuki,Ertiga,Ertiga GL MT,46344,Bensin,72000000,Manual,Banjarmasin,1462
2016,8,Suzuki,Ertiga,Ertiga GL AT,22000,Bensin,72000000,Automatic,Surabaya,1400
2012,12,Toyota,Yaris,Yaris E 1.5L AT,32415,Bensin,72000000,Automatic,Karawang,1497
2015,9,Toyota,Yaris,Yaris S TRD Sportivo 1.5L AT,56348,Bensin,72000000,Automatic,Yogyakarta,1497
2014,10,Toyota,Yaris,Yaris  G MT,72562,Bensin,72000000,Automatic,Denpasar,1497
2015,9,Toyota,Yaris,Yaris S TRD 1.5L AT,85875,Bensin,72000000,Automatic,Jakarta Selatan,1497
2015,9,Toyota,Yaris,Yaris S TRD 1.5L MT,11106,Bensin,72000000,Automatic,Yogyakarta,1497
2015,9,Toyota,Avanza,Avanza 1.5G MT,103349,Bensin,72000000,Manual,Banyuwangi,1496
2015,9,Toyota,Avanza,Avanza 1.5G MT,103349,Bensin,72000000,Manual,Banyuwangi,1496
2018,6,Toyota,Avanza,Avanza 1.5L G MT,48000,Bensin,72000000,Manual,Bandar Lampung,1496
2018,6,Toyota,Avanza,Avanza 1.5L G MT,48000,Bensin,72000000,CVT,Bandar Lampung,1496
2018,6,Toyota,Avanza,Avanza G 1.3L MT,25000,Bensin,72000000,Manual,Jakarta Selatan,1329
2017,7,Toyota,Avanza,Avanza E 1.3L MT,46000,Bensin,72000000,Manual,Bekasi,1329
2018,6,Toyota,Avanza,Avanza G 1.3L MT,25000,Bensin,72000000,Manual,Jakarta Selatan,1329
2017,7,Toyota,Avanza,Avanza E 1.3L MT,46000,Bensin,72000000,Automatic,Bekasi,1329
2018,6,Toyota,Avanza,Avanza G 1.3L MT,38000,Bensin,72000000,Manual,Denpasar,1329
2018,6,Toyota,Avanza,Avanza G 1.3L MT,38000,Bensin,72000000,Manual,Denpasar,1329
2013,11,Toyota,Avanza,Avanza VVT-I G 1.3L AT,31285,Bensin,72000000,Manual,Surakarta,1329
2015,9,Toyota,Avanza,Avanza G 1.5L MT,103349,Bensin,72000000,Manual,Palembang,1329
2013,11,Toyota,Avanza,Avanza VVT-I G 1.3L AT,31285,Bensin,72000000,Automatic,Surakarta,1329
2015,9,Toyota,Avanza,Avanza G 1.5L MT,103349,Bensin,72000000,Manual,Majalengka,1329
2015,9,Toyota,Avanza,Avanza G 1.5L MT,103349,Bensin,72000000,Manual,Palembang,1329
2015,9,Toyota,Avanza,Avanza G 1.5L MT,103349,Bensin,72000000,Automatic,Majalengka,1329
2016,8,Toyota,Avanza,Avanza G 1.3L AT,58644,Bensin,72000000,Manual,Bekasi,1329
2016,8,Toyota,Avanza,Avanza G 1.3L AT,58644,Bensin,72000000,Manual,Bekasi,1329
2018,6,Toyota,Avanza,Avanza G 1.5L MT,68574,Bensin,72000000,Automatic,Banyuwangi,1329
2018,6,Toyota,Avanza,Avanza G 1.5L MT,68574,Bensin,72000000,Manual,Banyuwangi,1329
2014,10,Toyota,Innova,Innova 2.0 G MT,56000,Bensin,72000000,Manual,Jepara,1998
2017,7,Toyota,Innova,Innova G AT Diesel,27640,Diesel,72000000,Manual,Medan,1998
2013,11,Toyota,Innova,Innova 2.5 G MT DIESEL,32000,Diesel,72000000,Manual,Bandung,1998
2017,7,Honda,Jazz,JazzS CVT,72329,Bensin,72000000,CVT,Cianjur,1497
2004,20,Honda,Jazz,Jazz-DSI 1.5L AT,225000,Diesel,72000000,Automatic,Yogyakarta,1497
2004,20,Honda,Jazz,Jazz  GD 3 1.5 AT,153000,Bensin,72000000,Automatic,Makassar,1497
2004,20,Honda,Jazz,Jazz  IDSI AT,123456,Bensin,72000000,Automatic,Sleman,1497
2017,7,Honda,Jazz,JazzS CVT,500000,Bensin,72000000,Manual,Bekasi,1497
2008,16,Honda,CR-V,CR-V 2.0L RS eHEV,122432,Bensin,72000000,Automatic,Majalengka,1993
2011,13,Honda,CR-V,CR-V  2.4L AT,55915,Bensin,72000000,Automatic,Banda Aceh,1498
2015,9,Honda,Mobilio,Mobilio E 1.5L AT,55000,Bensin,72000000,Automatic,Surabaya,1496
2020,4,Honda,Mobilio,Mobilio E 1.5L MT,30000,Bensin,72000000,Manual,Mataram,1496
2018,6,Honda,Mobilio,Mobilio E 1.5L AT,29000,Bensin,72000000,Automatic,Surabaya,1496
2015,9,Daihatsu,Xenia,Xenia 1.3 M MT,55058,Bensin,72000000,Manual,Semarang,1329
2019,5,Daihatsu,Xenia,Xenia 1.3 R MT,35961,Bensin,72000000,Manual,Jakarta Timur,1329
2018,6,Daihatsu,Xenia,Xenia 1.3 R MT,40000,Bensin,72000000,Manual,Tasikmalaya,1329
2018,6,Daihatsu,Xenia,Xenia 1.3 X MT,44000,Bensin,72000000,Manual,Pontianak,1329
2019,5,Daihatsu,Xenia,Xenia 1.5 R MT,35821,Bensin,72000000,CVT,Batam,1498
2019,5,Daihatsu,Xenia,Xenia 1.5 R MT,35821,Bensin,72000000,Manual,Pekanbaru,1498
2019,5,Daihatsu,Xenia,Xenia 1.5 R MT,32621,Bensin,72000000,Manual,Malang,1498
2019,5,Daihatsu,Xenia,Xenia 1.5 R MT,35821,Bensin,72000000,Manual,Medan,1498
2019,5,Daihatsu,Xenia,Xenia 1.5 R MT,35821,Bensin,72000000,CVT,Tangerang,1498
2019,5,Daihatsu,Xenia,Xenia 1.5 R MT,35861,Bensin,72000000,CVT,Bogor,1498
2019,5,Daihatsu,Xenia,Xenia 1.5 R MT,28621,Bensin,72000000,Manual,Denpasar,1498
2019,5,Daihatsu,Xenia,Xenia 1.5 R MT,25831,Bensin,72000000,Manual,Yogyakarta,1498
2019,5,Daihatsu,Xenia,Xenia 1.5 R MT,28631,Bensin,72000000,Manual,Bekasi,1498
2019,5,Daihatsu,Xenia,Xenia 1.5 R MT,28561,Bensin,72000000,CVT,Depok,1498
2019,5,Daihatsu,Xenia,Xenia 1.5 R MT,29521,Bensin,72000000,Manual,Surabaya,1498
2019,5,Daihatsu,Xenia,Xenia 1.5 R MT,35621,Bensin,72000000,Manual,Semarang,1498
2019,5,Daihatsu,Xenia,Xenia 1.5 R MT,35821,Bensin,72000000,Manual,Palembang,1498
2019,5,Daihatsu,Xenia,Xenia 1.5 R MT,35621,Bensin,72000000,Manual,Banyumas,1498
2019,5,Daihatsu,Xenia,Xenia 1.5 R MT,35261,Bensin,72000000,Manual,Banda Aceh,1498
2019,5,Daihatsu,Xenia,Xenia 1.5 R MT,35821,Bensin,72000000,Automatic,Pontianak,1498
2017,7,Toyota,Agya,Agya  TRD S AT,58649,Bensin,72000000,Manual,Jakarta Pusat,998
2023,1,Toyota,Agya,Agya.0L G MT,2688,Bensin,72000000,Automatic,Indragiri Hulu,998
2019,5,Toyota,Agya,Agya.2L G MT,17899,Bensin,72000000,Manual,Denpasar,1198
2018,6,Toyota,Agya,Agya.2L G AT TRD,38000,Bensin,72000000,Automatic,Jakarta Selatan,1197
2019,5,Toyota,Agya,Agya TRD 1.0L MT,36000,Bensin,72000000,Automatic,Palembang,1197
2015,9,Toyota,Agya,Agya TRD 1.0L MT,35828,Bensin,72000000,Manual,Tangerang,1197
2020,4,Toyota,Agya,Agya TRD 1.0L MT,58534,Bensin,72000000,Manual,Pontianak,1197
2019,5,Toyota,Agya,Agya  TRD S 1.2L MT,24276,Bensin,72000000,Automatic,Jambi,1197
2020,4,Toyota,Agya,Agya.2L G AT TRD,20000,Bensin,72000000,Manual,Banyuwangi,1197
2020,4,Toyota,Agya,Agya.2L G AT TRD,6000,Bensin,72000000,Manual,Bandung,1197
2015,9,Toyota,Agya,Agya.2L G AT TRD,35245,Bensin,72000000,Manual,Majalengka,1197
2020,4,Toyota,Agya,Agya TRD 1.0L MT,36532,Bensin,72000000,Manual,Bekasi,1197
2018,6,Toyota,Rush,Rush TRD 1.5L AT,34210,Bensin,72000000,Manual,Malang,1496
2015,9,Toyota,Rush,Rush.5L MT,89092,Bensin,72000000,Manual,Depok,1496
2018,6,Toyota,Rush,Rush.5L TRD AT,17933,Diesel,72000000,Automatic,Palembang,1496
2012,12,Toyota,Rush,Rush TRD 1.5L AT,98754,Bensin,72000000,Manual,Bandung,1496
2016,8,Daihatsu,Terios,Terios R ADS MT,47459,Bensin,72000000,Manual,Serang,1496
2020,4,Daihatsu,Terios,Terios X MT EXTRA,32149,Diesel,72000000,Manual,Surakarta,1496
2017,7,Daihatsu,Terios,Terios 1.5L TX AT ADVENTURE,70000,Bensin,72000000,Manual,Surabaya,1496
2017,7,Daihatsu,Ayla,Ayla 1.0L D MT,32552,Bensin,72000000,Manual,Majalengka,998
2021,3,Daihatsu,Ayla,Ayla 1.0L D MT,25000,Bensin,72000000,Manual,Palembang,998
2013,11,Daihatsu,Ayla,Ayla 1.0L M MT,50000,Bensin,72000000,Manual,Bogor,998
2020,4,Daihatsu,Ayla,Ayla 1.2L R MT,18292,Bensin,72000000,Automatic,Surabaya,1198
2018,6,Toyota,Calya,Calya G AT,100442,Bensin,72000000,Manual,Pontianak,1197
2018,6,Toyota,Calya,Calya G AT,100442,Bensin,72000000,Manual,Banyuwangi,1197
2019,5,Toyota,Calya,Calya G MT,40891,Bensin,72000000,Manual,Indramayu,1197
2017,7,Toyota,Calya,Calya G MT,102751,Bensin,72000000,Automatic,Jember,1197
2022,2,Toyota,Calya,Calya G MT,35000,Bensin,72000000,Manual,Barito Selatan,1197
2020,4,Toyota,Calya,Calya G MT,37000,Bensin,72000000,Manual,Padang,1197
2018,6,Toyota,Calya,Calya G MT,35000,Bensin,72000000,Automatic,Medan,1197
2018,6,Honda,Brio,Brio  Satya E CVT,50000,Bensin,72000000,Manual,Klaten,1198
2018,6,Honda,Brio,Brio Satya E,17850,Bensin,72000000,Manual,Banyuwangi,1199
2020,4,Honda,Brio,Brio Satya E CVT,29675,Bensin,72000000,CVT,Mojokerto,1199
2016,8,Honda,Brio,Brio RS,57178,Bensin,72000000,CVT,Banda Aceh,1199
2018,6,Honda,Brio,Brio Satya E,55000,Bensin,72000000,CVT,Denpasar,1199
2020,4,Honda,Brio,Brio Satya E CVT,29000,Bensin,72000000,Automatic,Jepara,1199
2018,6,Honda,Brio,Brio IVTEC E 1.3L AT,40000,Bensin,72000000,Automatic,Semarang,1199
2018,6,Honda,Brio,Brio E 1.3L MT,40000,Bensin,72000000,Manual,Kupang,1199
2020,4,Honda,Brio,Brio i-VTEC E 1.2L AT,9000,Bensin,72000000,Manual,Semarang,1199
2020,4,Daihatsu,Sigra,Sigra 1.2 R MT,31000,Bensin,72000000,Automatic,Banda Aceh,1197
2013,11,Toyota,Avanza,Avanza VVT-I G 1.3L AT,35000,Bensin,72500000,Manual,Bandung,1329
2013,11,Toyota,Avanza,Avanza VVT-I G 1.3L AT,35000,Bensin,72500000,Manual,Bandung,1329
2000,24,Honda,CR-V,CR-V  2.0L 4X2 AT,160000,Bensin,72500000,Manual,Tangerang,1498
2020,4,Honda,Brio,Brio RS 1.2L AT,14700,Bensin,72500000,Automatic,Bandar Lampung,1199
2019,5,Toyota,Calya,Calya G MT,20000,Bensin,72800000,Automatic,Tasikmalaya,1197
2018,6,Suzuki,Ertiga,Ertiga GX MT,39000,Bensin,73000000,Manual,Bandar Lampung,1462
2019,5,Suzuki,Ertiga,Ertiga GL 1.4L MT,45600,Bensin,73000000,Manual,Yogyakarta,1462
2019,5,Toyota,Yaris,Yaris TRD SPORTIVO 1.5L CVT,27546,Bensin,73000000,Automatic,Semarang,1497
2017,7,Toyota,Yaris,Yaris E 1.5L AT,35649,Bensin,73000000,Automatic,Palembang,1497
2016,8,Toyota,Yaris,Yaris TRD SPORTIVO 1.5L CVT,46000,Bensin,73000000,Automatic,Tangerang,1497
2017,7,Toyota,Yaris,Yaris TRD SPORTIVO 1.5L CVT,30000,Bensin,73000000,Manual,Denpasar,1497
2017,7,Toyota,Yaris,Yaris TRD SPORTIVO 1.5L CVT,30000,Bensin,73000000,Manual,Denpasar,1497
2018,6,Toyota,Avanza,Avanza 1.5L G MT,15585,Bensin,73000000,Manual,Kepulauan Seribu,1496
2018,6,Toyota,Avanza,Avanza 1.5L G MT,15585,Bensin,73000000,CVT,Kepulauan Seribu,1496
2018,6,Toyota,Avanza,Avanza G 1.3L MT,40000,Bensin,73000000,Manual,Palembang,1329
2018,6,Toyota,Avanza,Avanza G 1.3L MT,40000,Bensin,73000000,Manual,Palembang,1329
2017,7,Toyota,Avanza,Avanza G 1.3L MT,45000,Bensin,73000000,Manual,Bandung,1329
2014,10,Toyota,Avanza,Avanza VVT-i G 1.3L MT,32122,Bensin,73000000,Manual,Cianjur,1329
2018,6,Toyota,Avanza,Avanza G 1.5L MT,33000,Bensin,73000000,Manual,Denpasar,1329
2017,7,Toyota,Avanza,Avanza G 1.3L MT,45000,Bensin,73000000,Manual,Bandung,1329
2014,10,Toyota,Avanza,Avanza VVT-i G 1.3L MT,32122,Bensin,73000000,Manual,Cianjur,1329
2018,6,Toyota,Avanza,Avanza G 1.5L MT,33000,Bensin,73000000,Manual,Denpasar,1329
2022,2,Toyota,Avanza,Avanza G 1.5L MT,32100,Bensin,73000000,Manual,Banyuwangi,1329
2022,2,Toyota,Avanza,Avanza G 1.5L MT,32100,Bensin,73000000,Manual,Banyuwangi,1329
2014,10,Toyota,Avanza,Avanza VVT-i G 1.3L MT,32422,Bensin,73000000,Manual,Sidoarjo,1329
2014,10,Toyota,Avanza,Avanza VVT-i G 1.3L MT,32422,Bensin,73000000,Automatic,Sidoarjo,1329
2018,6,Toyota,Avanza,Avanza VVT-i G 1.3L MT,32641,Bensin,73000000,Manual,Bekasi,1329
2018,6,Toyota,Avanza,Avanza VVT-i G 1.3L MT,35147,Bensin,73000000,Manual,Bandar Lampung,1329
2019,5,Toyota,Avanza,Avanza E 1.3L MT,35269,Bensin,73000000,Manual,Semarang,1329
2019,5,Toyota,Avanza,Avanza VVT-i G 1.3L MT,35629,Bensin,73000000,Manual,Denpasar,1329
2018,6,Toyota,Avanza,Avanza VVT-i G 1.3L MT,32641,Bensin,73000000,Automatic,Bekasi,1329
2018,6,Toyota,Avanza,Avanza VVT-i G 1.3L MT,35147,Bensin,73000000,Manual,Bandar Lampung,1329
2019,5,Toyota,Avanza,Avanza E 1.3L MT,35269,Bensin,73000000,Manual,Semarang,1329
2019,5,Toyota,Avanza,Avanza VVT-i G 1.3L MT,35629,Bensin,73000000,Automatic,Denpasar,1329
2019,5,Toyota,Innova,Innova REBORN 2.4 V AT DIESEL,41000,Diesel,73000000,Manual,Batam,1998
2019,5,Toyota,Innova,Innova 2.5 V AT DIESEL,35964,Diesel,73000000,Manual,Semarang,1998
2016,8,Toyota,Innova,Innova 2.0 G AT,46732,Bensin,73000000,Manual,Bandung,1998
2015,9,Toyota,Innova,Innova 2.0 G MT,55000,Bensin,73000000,Automatic,Kudus,1998
2017,7,Toyota,Innova,Innova 2.0 G AT,27350,Bensin,73000000,Manual,Malang,1998
2017,7,Toyota,Innova,Innova 2.0 G MT,25170,Bensin,73000000,Manual,Semarang,1998
2017,7,Honda,Jazz,JazzS CVT,72329,Bensin,73000000,CVT,Serang,1497
2017,7,Honda,Jazz,JazzS CVT,72329,Bensin,73000000,Automatic,Jember,1497
2017,7,Honda,Jazz,JazzS CVT,72329,Bensin,73000000,Automatic,Pekalongan,1497
2019,5,Honda,Jazz,JazzS CVT,32651,Bensin,73000000,CVT,Malang,1497
2016,8,Honda,Jazz,Jazz-DSI 1.5L MT,32695,Diesel,73000000,Automatic,Serang,1497
2018,6,Honda,Jazz,Jazz-DSI 1.5L AT,36952,Diesel,73000000,CVT,Denpasar,1497
2015,9,Honda,Jazz,JazzS CVT,60000,Bensin,73000000,Automatic,Semarang,1497
2002,22,Honda,CR-V,CR-V  2.0L,225000,Bensin,73000000,Automatic,Bandung,1997
2015,9,Honda,Mobilio,Mobilio RS CVT,48623,Bensin,73000000,Manual,Medan,1496
2017,7,Honda,Mobilio,Mobilio S MT,43000,Bensin,73000000,Manual,Palembang,1496
2017,7,Honda,Mobilio,Mobilio E 1.5L MT,56844,Bensin,73000000,Manual,Yogyakarta,1496
2020,4,Honda,Mobilio,Mobilio RS 1.5L MT,37000,Bensin,73000000,Automatic,Surabaya,1496
2019,5,Honda,Mobilio,Mobilio RS 1.5L AT,10000,Bensin,73000000,Automatic,Bandung,1496
2019,5,Daihatsu,Xenia,Xenia 1.3 R CVT,40000,Bensin,73000000,Manual,Samarinda,1329
2017,7,Daihatsu,Xenia,Xenia 1.3 X MT,108000,Bensin,73000000,Manual,Surabaya,1329
2021,3,Daihatsu,Xenia,Xenia 1.3 X MT,29000,Bensin,73000000,Manual,Palangka Raya,1329
2019,5,Toyota,Agya,Agya TRD 1.0L MT,39000,Bensin,73000000,Automatic,Palembang,1197
2013,11,Toyota,Agya,Agya.2L G AT TRD,35484,Bensin,73000000,Automatic,Sukabumi,1197
2020,4,Toyota,Agya,Agya  TRD S 1.2L MT,35841,Bensin,73000000,Manual,Semarang,1197
2018,6,Toyota,Agya,Agya.2L G AT TRD,34942,Bensin,73000000,Automatic,Sidoarjo,1197
2018,6,Toyota,Agya,Agya.2L G AT TRD,27844,Bensin,73000000,Automatic,Medan,1197
2014,10,Toyota,Agya,Agya.2L G AT TRD,29738,Bensin,73000000,Automatic,Bandung,1197
2017,7,Toyota,Rush,Rush MT,58000,Bensin,73000000,Automatic,Palembang,1496
2018,6,Toyota,Rush,Rush.5L TRD AT,34895,Diesel,73000000,Manual,Medan,1496
2018,6,Toyota,Rush,Rush.5L TRD AT,17933,Diesel,73000000,Manual,Bandung,1496
2015,9,Toyota,Rush,Rush.5L TRD AT,40000,Diesel,73000000,Manual,Denpasar,1496
2016,8,Daihatsu,Terios,Terios R AT,62000,Bensin,73000000,Automatic,Medan,1496
2017,7,Daihatsu,Terios,Terios R AT Custom,70754,Bensin,73000000,Manual,Sragen,1496
2019,5,Daihatsu,Terios,Terios X MT EXTRA,32542,Diesel,73000000,Manual,Jakarta Selatan,1496
2015,9,Daihatsu,Ayla,Ayla 1.0L D MT,37242,Bensin,73000000,Manual,Yogyakarta,998
2019,5,Toyota,Calya,Calya G MT,53214,Bensin,73000000,Manual,Mojokerto,1197
2019,5,Toyota,Calya,Calya 1.2 E MT STD,33542,Bensin,73000000,Manual,Semarang,1197
2021,3,Toyota,Calya,Calya G MT,37000,Bensin,73000000,Manual,Medan,1197
2019,5,Toyota,Calya,Calya G AT,30000,Bensin,73000000,Automatic,Samarinda,1197
2019,5,Toyota,Calya,Calya G MT,23840,Bensin,73000000,Manual,Bandar Lampung,1197
2017,7,Toyota,Calya,Calya G AT,58000,Bensin,73000000,Manual,Jakarta Barat,1197
2021,3,Toyota,Calya,Calya G MT,24000,Bensin,73000000,Automatic,Pekanbaru,1197
2019,5,Toyota,Calya,Calya G MT,47848,Bensin,73000000,CVT,Bandung,1197
2019,5,Honda,Brio,Brio RS MT,29000,Bensin,73000000,CVT,Pekanbaru,1199
2018,6,Honda,Brio,Brio Satya E,20000,Bensin,73000000,CVT,Surakarta,1199
2019,5,Honda,Brio,Brio Satya E CVT,25000,Bensin,73000000,Automatic,Sidoarjo,1199
2018,6,Honda,Brio,Brio RS 1.2L AT,37000,Bensin,73000000,Manual,Denpasar,1199
2021,3,Honda,Brio,Brio SPORT IVTEC E 1.3L AT,34278,Bensin,73000000,Automatic,Serang,1199
2016,8,Honda,Brio,Brio 1.2L S AT,32425,Bensin,73000000,Automatic,Jakarta Barat,1199
2019,5,Honda,Brio,Brio E 1.3L MT,25000,Bensin,73000000,Automatic,Bekasi,1199
2015,9,Honda,Brio,Brio E 1.3L MT,32455,Bensin,73000000,Automatic,Denpasar,1199
2018,6,Honda,Brio,Brio VTEC E 1.3L AT,20000,Bensin,73000000,Automatic,Denpasar,1199
2019,5,Daihatsu,Sigra,Sigra 1.2 X MT,17000,Bensin,73000000,Manual,Banjarmasin,1197
2017,7,Toyota,Innova,Innova G AT Diesel,27180,Diesel,73500000,Automatic,Semarang,1998
2012,12,Toyota,Avanza,Avanza 1.3G MT,40000,Bensin,73800000,Manual,Tasikmalaya,1329
2012,12,Toyota,Avanza,Avanza 1.3G MT,40000,Bensin,73800000,Manual,Tasikmalaya,1329
2017,7,Suzuki,Ertiga,Ertiga GL 1.4L MT,40326,Bensin,74000000,Manual,Jember,1462
2018,6,Suzuki,Ertiga,Ertiga GL 1.4L MT,15000,Bensin,74000000,Manual,Pontianak,1462
2012,12,Toyota,Yaris,Yaris E 1.5L AT,32425,Bensin,74000000,Automatic,Cianjur,1497
2012,12,Toyota,Yaris,Yaris E 1.5L AT,32188,Bensin,74000000,Automatic,Bandar Lampung,1497
2012,12,Toyota,Yaris,Yaris E 1.5L AT,28354,Bensin,74000000,Automatic,Tangerang,1497
2014,10,Toyota,Yaris,Yaris S TRD 1.5L AT,28762,Bensin,74000000,Manual,Bandung,1497
2016,8,Toyota,Yaris,Yaris S TRD 1.5L AT,40000,Bensin,74000000,Manual,Magelang,1497
2016,8,Toyota,Yaris,Yaris S TRD 1.5L AT,40000,Bensin,74000000,Automatic,Magelang,1497
2018,6,Toyota,Avanza,Avanza 1.3G AT,47000,Bensin,74000000,Manual,Bandung,1329
2018,6,Toyota,Avanza,Avanza 1.3G AT,47000,Bensin,74000000,Manual,Bandung,1329
2018,6,Toyota,Avanza,Avanza G 1.3L MT,40000,Bensin,74000000,Manual,Palembang,1329
2018,6,Toyota,Avanza,Avanza G 1.3L MT,40000,Bensin,74000000,Manual,Palembang,1329
2018,6,Toyota,Avanza,Avanza 1.5L S MT VVTI,42000,Bensin,74000000,Manual,Bandar Lampung,1329
2018,6,Toyota,Avanza,Avanza 1.5L S MT VVTI,42000,Bensin,74000000,Manual,Bandar Lampung,1329
2010,14,Honda,Jazz,JazzS CVT,71084,Bensin,74000000,Manual,Bekasi,1497
2018,6,Honda,Mobilio,Mobilio RS CVT,43000,Bensin,74000000,Automatic,Bandung,1496
2016,8,Honda,Mobilio,Mobilio RS 1.5L MT,24000,Bensin,74000000,Manual,Mataram,1496
2014,10,Daihatsu,Xenia,Xenia 1.3 R MT,60000,Bensin,74000000,Manual,Denpasar,1329
2015,9,Daihatsu,Xenia,Xenia 1.5 R MT,85724,Bensin,74000000,Manual,Bandung,1498
2008,16,Daihatsu,Xenia,Xenia  Li Deluxe 1L MT,155000,Bensin,74000000,Automatic,Yogyakarta,1329
2018,6,Daihatsu,Xenia,Xenia  R MT DELUXE,85000,Bensin,74000000,Manual,Banjarmasin,1329
2022,2,Toyota,Agya,Agya.2L GR Sport AT,4801,Bensin,74000000,Manual,Bogor,1197
2023,1,Toyota,Agya,Agya.2L G MT,17020,Bensin,74000000,Manual,Bekasi,1198
2019,5,Toyota,Agya,Agya.2L G AT TRD,35000,Bensin,74000000,Automatic,Denpasar,1197
2013,11,Toyota,Agya,Agya.2L G AT TRD,32215,Bensin,74000000,Manual,Cianjur,1197
2018,6,Toyota,Agya,Agya.2L G AT TRD,28542,Bensin,74000000,Automatic,Surabaya,1197
2020,4,Toyota,Agya,Agya TRD 1.0L MT,54742,Bensin,74000000,Manual,Bandung,1197
2019,5,Toyota,Agya,Agya 1.0L MT,46000,Bensin,74000000,Manual,Palangka Raya,1197
2018,6,Toyota,Rush,Rush.5L TRD AT,34176,Diesel,74000000,Automatic,Bandung,1496
2017,7,Toyota,Rush,Rush TRD SPORTIVO 1.5L MT,65840,Bensin,74000000,Manual,Bekasi,1496
2019,5,Toyota,Calya,Calya G MT,45132,Bensin,74000000,Manual,Bandung,1197
2018,6,Honda,Brio,Brio Satya E MT,30000,Bensin,74000000,CVT,Malang,1199
2018,6,Honda,Brio,Brio Satya E MT,54205,Bensin,74000000,CVT,Surabaya,1199
2016,8,Honda,Brio,Brio RS CVT,70000,Bensin,74000000,Automatic,Pontianak,1199
2021,3,Honda,Brio,Brio VTEC E 1.3L AT,34621,Bensin,74000000,Manual,Bandung,1199
2021,3,Honda,Brio,Brio RS 1.2L AT,23000,Bensin,74000000,Manual,Denpasar,1199
